"addon"
{

	"addon_game_name" 			"Battleships"
"DOTA_Tooltip_ability_item_contract_easy_right_mid_Description"		"Deliver this shipment to the Mountain Trading Post. Feel free to use the samples we've provided if you run into any… problems... on your journey."
"DOTA_Tooltip_ability_item_contract_easy_right_top_Description"		"Deliver this shipment to the Wasteland Trading Post. Feel free to use the samples we've provided if you run into any… problems... on your journey."
"DOTA_Tooltip_ability_item_contract_easy_mid_bot_Description"		"Deliver this shipment to the Swampland Trading Post. Feel free to use the samples we've provided if you run into any… problems... on your journey."
"DOTA_Tooltip_ability_item_contract_easy_mid_mid_Description"		"Deliver this shipment to the Central City Trading Post. Feel free to use the samples we've provided if you run into any… problems... on your journey."
"DOTA_Tooltip_ability_item_contract_easy_mid_top_Description"		"Deliver this shipment to the Forest Camp Trading Post. Feel free to use the samples we've provided if you run into any… problems... on your journey."
		
"DOTA_Tooltip_ability_item_contract_medium_left_bot_Description"		"Deliver this shipment to the Farmer's Trading Post. Feel free to use the samples we've provided if you run into any… problems... on your journey."
"DOTA_Tooltip_ability_item_contract_medium_left_mid_Description"		"Deliver this shipment to the Coastal Trading Post. Feel free to use the samples we've provided if you run into any… problems... on your journey."
"DOTA_Tooltip_ability_item_contract_medium_left_top_Description"		"Deliver this shipment to the Black Market Trading Post. Feel free to use the samples we've provided if you run into any… problems... on your journey."
"DOTA_Tooltip_ability_item_contract_medium_right_bot_Description"		"Deliver this shipment to the River Trading Post. Feel free to use the samples we've provided if you run into any… problems... on your journey."
"DOTA_Tooltip_ability_item_contract_medium_right_mid_Description"	"Deliver this shipment to the Mountain Trading Post. Feel free to use the samples we've provided if you run into any… problems... on your journey."
"DOTA_Tooltip_ability_item_contract_medium_right_top_Description"		"Deliver this shipment to the Wasteland Trading Post. Feel free to use the samples we've provided if you run into any… problems... on your journey."
"DOTA_Tooltip_ability_item_contract_medium_mid_bot_Description"		"Deliver this shipment to the Swampland Trading Post. Feel free to use the samples we've provided if you run into any… problems... on your journey."
"DOTA_Tooltip_ability_item_contract_medium_mid_mid_Description"		"Deliver this shipment to the Central City Trading Post. Feel free to use the samples we've provided if you run into any… problems... on your journey."
"DOTA_Tooltip_ability_item_contract_medium_mid_top_Description"		"Deliver this shipment to the Forest Camp Trading Post. Feel free to use the samples we've provided if you run into any… problems... on your journey."
		
"DOTA_Tooltip_ability_item_contract_hard_left_bot_Description"		"Deliver this shipment to the Farmer's Trading Post. Feel free to use the samples we've provided if you run into any… problems... on your journey."
"DOTA_Tooltip_ability_item_contract_hard_left_mid_Description"		"Deliver this shipment to the Coastal Trading Post. Feel free to use the samples we've provided if you run into any… problems... on your journey."
"DOTA_Tooltip_ability_item_contract_hard_left_top_Description"		"Deliver this shipment to the Black Market Trading Post. Feel free to use the samples we've provided if you run into any… problems... on your journey."
"DOTA_Tooltip_ability_item_contract_hard_right_bot_Description"		"Deliver this shipment to the River Trading Post. Feel free to use the samples we've provided if you run into any… problems... on your journey."
"DOTA_Tooltip_ability_item_contract_hard_right_mid_Description"		"Deliver this shipment to the Mountain Trading Post. Feel free to use the samples we've provided if you run into any… problems... on your journey."
"DOTA_Tooltip_ability_item_contract_hard_right_top_Description"		"Deliver this shipment to the Wasteland Trading Post. Feel free to use the samples we've provided if you run into any… problems... on your journey."
"DOTA_Tooltip_ability_item_contract_hard_mid_bot_Description"		"Deliver this shipment to the Swampland Trading Post. Feel free to use the samples we've provided if you run into any… problems... on your journey."
"DOTA_Tooltip_ability_item_contract_hard_mid_mid_Description"		"Deliver this shipment to the Central City Trading Post. Feel free to use the samples we've provided if you run into any… problems... on your journey."
"DOTA_Tooltip_ability_item_contract_hard_mid_top_Description"		"Deliver this shipment to the Forest Camp Trading Post. Feel free to use the samples we've provided if you run into any… problems... on your journey."

//shipment lore

"DOTA_Tooltip_ability_item_contract_easy_left_bot_Lore"		"The Farmer's Trading Post is located in the south-western corner of the map."
"DOTA_Tooltip_ability_item_contract_easy_left_mid_Lore"		"The Coastal Trading Post is located at the far west of the map."
"DOTA_Tooltip_ability_item_contract_easy_left_top_Lore"		"The Black Market Trading Post is located in the north-western corner of the map."
"DOTA_Tooltip_ability_item_contract_easy_right_bot_Lore"		"The River Trading Post is located in the south-eastern corner of the map."
"DOTA_Tooltip_ability_item_contract_easy_right_mid_Lore"		"The Mountain Trading Post is located at the far east of the map."
"DOTA_Tooltip_ability_item_contract_easy_right_top_Lore"		"The Wasteland Trading Post is located in the north-eastern corner of the map."
"DOTA_Tooltip_ability_item_contract_easy_mid_bot_Lore"		"The Swampland Trading Post is located in the deep south of the map."
"DOTA_Tooltip_ability_item_contract_easy_mid_mid_Lore"		"The Central Cove Trading Post is located at the center of the map."
"DOTA_Tooltip_ability_item_contract_easy_mid_top_Lore"		"The Forest Camp Trading Post is located in the far north of the map."
		
"DOTA_Tooltip_ability_item_contract_medium_left_bot_Lore"		"The Farmer's Trading Post is located in the south-western corner of the map."
"DOTA_Tooltip_ability_item_contract_medium_left_mid_Lore"		"The Coastal Trading Post is located at the far west of the map."
"DOTA_Tooltip_ability_item_contract_medium_left_top_Lore"		"The Black Market Trading Post is located in the north-western corner of the map."
"DOTA_Tooltip_ability_item_contract_medium_right_bot_Lore"		"The River Trading Post is located in the south-eastern corner of the map."
"DOTA_Tooltip_ability_item_contract_medium_right_mid_Lore"		"The Mountain Trading Post is located at the far east of the map."
"DOTA_Tooltip_ability_item_contract_medium_right_top_Lore"		"The Wasteland Trading Post is located in the north-eastern corner of the map."
"DOTA_Tooltip_ability_item_contract_medium_mid_bot_Lore"		"The Swampland Trading Post is located in the deep south of the map."
"DOTA_Tooltip_ability_item_contract_medium_mid_mid_Lore"		"The Central Cove Trading Post is located at the center of the map."
"DOTA_Tooltip_ability_item_contract_medium_mid_top_Lore"		"The Forest Camp Trading Post is located in the far north of the map."
		
"DOTA_Tooltip_ability_item_contract_hard_left_bot_Lore"		"The Farmer's Trading Post is located in the south-western corner of the map."
"DOTA_Tooltip_ability_item_contract_hard_left_mid_Lore"		"The Coastal Trading Post is located at the far west of the map."
"DOTA_Tooltip_ability_item_contract_hard_left_top_Lore"		"The Black Market Trading Post is located in the north-western corner of the map."
"DOTA_Tooltip_ability_item_contract_hard_right_bot_Lore"		"The River Trading Post is located in the south-eastern corner of the map."
"DOTA_Tooltip_ability_item_contract_hard_right_mid_Lore"		"The Mountain Trading Post is located at the far east of the map."
"DOTA_Tooltip_ability_item_contract_hard_right_top_Lore"		"The Wasteland Trading Post is located in the north-eastern corner of the map."
"DOTA_Tooltip_ability_item_contract_hard_mid_bot_Lore"		"The Swampland Trading Post is located in the deep south of the map."
"DOTA_Tooltip_ability_item_contract_hard_mid_mid_Lore"		"The Central Cove Trading Post is located at the center of the map."
"DOTA_Tooltip_ability_item_contract_hard_mid_top_Lore"		"The Forest Camp Trading Post is located in the far north of the map."

//samples 
"DOTA_Tooltip_ability_item_temp_javelin"						"Javelin"
"DOTA_Tooltip_ability_item_temp_javelin_Description"			"Throw a javelin strright forward at high speed. deals damage to all units it passes through. \n\nAlso wounds units, slowing them for a short time."
"DOTA_Tooltip_ability_item_temp_javelin_damage" "Damage"
"DOTA_Tooltip_ability_item_temp_javelin_duration" "Duration"
"DOTA_Tooltip_ability_item_temp_javelin_movement_speed" "Movement Reduction"

"DOTA_Tooltip_ability_item_temp_fire_oil"						"Fire Oil"
"DOTA_Tooltip_ability_item_temp_fire_oil_Description"			"Throw a vile of fire oil at the target unit, engulfing them in flame and doing lots of damage over time."
"DOTA_Tooltip_ability_item_temp_fire_oil_duration" 	"Duration"
"DOTA_Tooltip_ability_item_temp_fire_oil_total_damage" "Total Damage"


		"DOTA_Tooltip_ability_item_temp_shield"                                           "Shield"
		"DOTA_Tooltip_ability_item_temp_shield_Description"                               "Bash your opponent stunning them for a short time. "
		"DOTA_Tooltip_ability_item_temp_shield_duration"                                  "DURATION:"
		
		

		"DOTA_Tooltip_ability_item_contract_empty"                                        "Flotsam"
		"DOTA_Tooltip_ability_item_contract_empty_Description"                            "Bring these goods to any merchant for a reward."

		"DOTA_Tooltip_ability_item_temp_fire_oil_damage"                                  "DAMAGE:"

		"DOTA_Tooltip_ability_item_oneshot_net"                                           "Net"
		"DOTA_Tooltip_ability_item_oneshot_net_Description"                               "Consumable, immobilize target for a time."
		"DOTA_Tooltip_ability_item_oneshot_net_duration"                                  "DURATION:"

		"DOTA_Tooltip_ability_item_oneshot_info"                                          "Info"
		"DOTA_Tooltip_ability_item_oneshot_info_Description"                              "Consumable, reveals all enemy convoys on the map for a moment when used."
		"DOTA_Tooltip_ability_item_oneshot_info_duration"                                 "DURATION:"


		"DOTA_Tooltip_ability_item_oneshot_ham"                                           "Ham"
		"DOTA_Tooltip_ability_item_oneshot_ham_Description"                               "Consumable, heals you fully after a 3 second channel time. Your weapons do not fire during channel."
		"DOTA_Tooltip_ability_item_oneshot_ham_duration"                                  "CHANNEL TIME:"

		"DOTA_Tooltip_ability_item_oneshot_first_aid"                                     "First Aid"
		"DOTA_Tooltip_ability_item_oneshot_first_aid_Description"                         "Consumable, heals 20 percent of your health."


		"DOTA_Tooltip_ability_item_oneshot_brew"                                          "Vile Brew"
		"DOTA_Tooltip_ability_item_oneshot_brew_Description"                              "Consumable, stuns target every 2 seconds for the duration."
		"DOTA_Tooltip_ability_item_oneshot_brew_duration"                                 "DURATION:"
		"DOTA_Tooltip_ability_item_oneshot_brew_stun_duration"                            "STUN DURATION:"

		"DOTA_Tooltip_ability_item_oneshot_power"                                         "Liquid Power"
		"DOTA_Tooltip_ability_item_oneshot_power_Description"                             "Consumable, grants a huge health reserve and doubles attack damage for the duration."
		"DOTA_Tooltip_ability_item_oneshot_power_duration"                                "DURATION:"
		
		"DOTA_Tooltip_ability_item_oneshot_first_aid_duration"                            "DURATION:"

		"DOTA_Tooltip_ability_item_oneshot_fish"                                          "Smelly Fish"
		"DOTA_Tooltip_ability_item_oneshot_fish_Description"                              "Consumable, applies a significant slow to all nearby enemies."
		"DOTA_Tooltip_ability_item_oneshot_fish_duration"                                 "DURATION:"
		"DOTA_Tooltip_ability_item_oneshot_fish_slow"                                     "SLOW:"

		"DOTA_Tooltip_ability_item_oneshot_line"                                          "Fishing Line"
		"DOTA_Tooltip_ability_item_oneshot_line_Description"                              "Consumable, pulls target toward you constant for 5 seconds (can pull over cliffs)"
		"DOTA_Tooltip_ability_item_oneshot_line_duration"                                 "DURATION:"

		"DOTA_Tooltip_ability_item_oneshot_earth"                                         "Earth Stone"
		"DOTA_Tooltip_ability_item_oneshot_earth_Description"                             "Consumable, renders you one with the earth and untargetable for the duration."
		"DOTA_Tooltip_ability_item_oneshot_earth_duration"                                "DURATION:"

		"DOTA_Tooltip_ability_item_oneshot_sun_screen"                                    "Sun Screen"
		"DOTA_Tooltip_ability_item_oneshot_sun_screen_Description"                        "Consumable, grants magic immunity for the duration."
		"DOTA_Tooltip_ability_item_oneshot_sun_screen_duration"                           "DURATION:"

		"DOTA_Tooltip_ability_item_oneshot_sand"                                          "Pocket Sand"
		"DOTA_Tooltip_ability_item_oneshot_sand_Description"                              "Consumable, eliminates enemy vision for the duration."
		"DOTA_Tooltip_ability_item_oneshot_sand_duration"                                 "DURATION:"

		"DOTA_Tooltip_ability_item_oneshot_firecrackers"                                  "Firecrackers"
		"DOTA_Tooltip_ability_item_oneshot_firecrackers_Description"                      "Consumable, silences all nearby enemies for the duration."
		"DOTA_Tooltip_ability_item_oneshot_firecrackers_duration"                         "DURATION:"

		"DOTA_Tooltip_ability_item_oneshot_luck"                                          "Luck of the sea"
		"DOTA_Tooltip_ability_item_oneshot_luck_Description"                              "Consumable, Disables a random gun on target ship for 4 seconds."
		

		"DOTA_Tooltip_ability_item_oneshot_good_stuff"                                    "The Good Stuff"
		"DOTA_Tooltip_ability_item_oneshot_good_stuff_Description"                        "Consumable, double your weapons but lose 10 armor in your drunken frenzy."
		"DOTA_Tooltip_ability_item_oneshot_good_stuff_duration"                           "DURATION:"

		"DOTA_Tooltip_ability_item_oneshot_booze"                                         "Still Booze"
		"DOTA_Tooltip_ability_item_oneshot_booze_Description"                             "Consumable, clear all current ability cooldowns"

		"DOTA_Tooltip_ability_item_oneshot_mango"                                         "Mango"
		"DOTA_Tooltip_ability_item_oneshot_mango_Description"                             "Consumable, cut all active ability cooldowns in half"

		"DOTA_Tooltip_ability_item_oneshot_trap"                                          "Bear Trap"
		"DOTA_Tooltip_ability_item_oneshot_trap_Description"                              "Consumable, leave a trap that does damage and stuns the first opponent to encounter it."
		"DOTA_Tooltip_ability_item_oneshot_trap_duration"                                 "DURATION:"
		"DOTA_Tooltip_ability_item_oneshot_trap_damage"                                   "DAMAGE:"

		"DOTA_Tooltip_ability_item_oneshot_chain"                                         "Unlawful Augmentation"
